1, 1, 1, 100, 100, 0, 0, 1, 0.050964
1, 3, 1, 100, 100, 0, 0, 1, 0.047854
1, 5, 1, 100, 100, 0, 0, 1, 0.041083
2, 1, 1, 100, 100, 0, 0, 1, 0.042018
2, 3, 1, 100, 100, 0, 0, 1, 0.040894
2, 5, 1, 100, 100, 0, 0, 1, 0.041250
3, 1, 1, 100, 100, 0, 0, 1, 0.041275
3, 3, 1, 100, 100, 0, 0, 1, 0.040710
3, 5, 1, 100, 100, 0, 0, 1, 0.053439
1, 1, 1, 640, 640, 0, 0, 1, 0.043906
1, 3, 1, 640, 640, 0, 0, 1, 0.044067
1, 5, 1, 640, 640, 0, 0, 1, 0.043621
2, 1, 1, 640, 640, 0, 0, 1, 0.043808
2, 3, 1, 640, 640, 0, 0, 1, 0.049831
2, 5, 1, 640, 640, 0, 0, 1, 0.046717
3, 1, 1, 640, 640, 0, 0, 1, 0.049226
3, 3, 1, 640, 640, 0, 0, 1, 0.044116
3, 5, 1, 640, 640, 0, 0, 1, 0.049400
1, 1, 1, 1500, 1500, 0, 0, 1, 0.055589
1, 3, 1, 1500, 1500, 0, 0, 1, 0.057684
1, 5, 1, 1500, 1500, 0, 0, 1, 0.060766
2, 1, 1, 1500, 1500, 0, 0, 1, 0.053032
2, 3, 1, 1500, 1500, 0, 0, 1, 0.054245
2, 5, 1, 1500, 1500, 0, 0, 1, 0.054663
3, 1, 1, 1500, 1500, 0, 0, 1, 0.059429
3, 3, 1, 1500, 1500, 0, 0, 1, 0.053353
3, 5, 1, 1500, 1500, 0, 0, 1, 0.054195
1, 1, 6, 100, 100, 0, 0, 1, 0.044049
1, 3, 6, 100, 100, 0, 0, 1, 0.041896
1, 5, 6, 100, 100, 0, 0, 1, 0.042462
2, 1, 6, 100, 100, 0, 0, 1, 0.045174
2, 3, 6, 100, 100, 0, 0, 1, 0.047872
2, 5, 6, 100, 100, 0, 0, 1, 0.042376
3, 1, 6, 100, 100, 0, 0, 1, 0.046782
3, 3, 6, 100, 100, 0, 0, 1, 0.047369
3, 5, 6, 100, 100, 0, 0, 1, 0.041976
1, 1, 6, 640, 640, 0, 0, 1, 0.058456
1, 3, 6, 640, 640, 0, 0, 1, 0.074139
1, 5, 6, 640, 640, 0, 0, 1, 0.063606
2, 1, 6, 640, 640, 0, 0, 1, 0.057384
2, 3, 6, 640, 640, 0, 0, 1, 0.066228
2, 5, 6, 640, 640, 0, 0, 1, 0.057349
3, 1, 6, 640, 640, 0, 0, 1, 0.058427
3, 3, 6, 640, 640, 0, 0, 1, 0.062818
3, 5, 6, 640, 640, 0, 0, 1, 0.058591
1, 1, 6, 1500, 1500, 0, 0, 1, 0.119623
1, 3, 6, 1500, 1500, 0, 0, 1, 0.118694
1, 5, 6, 1500, 1500, 0, 0, 1, 0.135133
2, 1, 6, 1500, 1500, 0, 0, 1, 0.122854
2, 3, 6, 1500, 1500, 0, 0, 1, 0.119273
2, 5, 6, 1500, 1500, 0, 0, 1, 0.119011
3, 1, 6, 1500, 1500, 0, 0, 1, 0.116426
3, 3, 6, 1500, 1500, 0, 0, 1, 0.120277
3, 5, 6, 1500, 1500, 0, 0, 1, 0.117189
1, 1, 11, 100, 100, 0, 0, 1, 0.051895
1, 3, 11, 100, 100, 0, 0, 1, 0.050207
1, 5, 11, 100, 100, 0, 0, 1, 0.049272
2, 1, 11, 100, 100, 0, 0, 1, 0.048556
2, 3, 11, 100, 100, 0, 0, 1, 0.049500
2, 5, 11, 100, 100, 0, 0, 1, 0.050385
3, 1, 11, 100, 100, 0, 0, 1, 0.043612
3, 3, 11, 100, 100, 0, 0, 1, 0.049745
3, 5, 11, 100, 100, 0, 0, 1, 0.049144
1, 1, 11, 640, 640, 0, 0, 1, 0.076808
1, 3, 11, 640, 640, 0, 0, 1, 0.071676
1, 5, 11, 640, 640, 0, 0, 1, 0.072016
2, 1, 11, 640, 640, 0, 0, 1, 0.071086
2, 3, 11, 640, 640, 0, 0, 1, 0.077235
2, 5, 11, 640, 640, 0, 0, 1, 0.072494
3, 1, 11, 640, 640, 0, 0, 1, 0.071380
3, 3, 11, 640, 640, 0, 0, 1, 0.075942
3, 5, 11, 640, 640, 0, 0, 1, 0.072534
1, 1, 11, 1500, 1500, 0, 0, 1, 0.182591
1, 3, 11, 1500, 1500, 0, 0, 1, 0.186972
1, 5, 11, 1500, 1500, 0, 0, 1, 0.184272
2, 1, 11, 1500, 1500, 0, 0, 1, 0.183903
2, 3, 11, 1500, 1500, 0, 0, 1, 0.179710
2, 5, 11, 1500, 1500, 0, 0, 1, 0.183752
3, 1, 11, 1500, 1500, 0, 0, 1, 0.184824
3, 3, 11, 1500, 1500, 0, 0, 1, 0.183292
3, 5, 11, 1500, 1500, 0, 0, 1, 0.185091
1, 1, 16, 100, 100, 0, 0, 1, 0.047847
1, 3, 16, 100, 100, 0, 0, 1, 0.060583
1, 5, 16, 100, 100, 0, 0, 1, 0.045951
2, 1, 16, 100, 100, 0, 0, 1, 0.051217
2, 3, 16, 100, 100, 0, 0, 1, 0.046145
2, 5, 16, 100, 100, 0, 0, 1, 0.046221
3, 1, 16, 100, 100, 0, 0, 1, 0.049479
3, 3, 16, 100, 100, 0, 0, 1, 0.047901
3, 5, 16, 100, 100, 0, 0, 1, 0.048966
1, 1, 16, 640, 640, 0, 0, 1, 0.085768
1, 3, 16, 640, 640, 0, 0, 1, 0.086708
1, 5, 16, 640, 640, 0, 0, 1, 0.092397
2, 1, 16, 640, 640, 0, 0, 1, 0.090886
2, 3, 16, 640, 640, 0, 0, 1, 0.091861
2, 5, 16, 640, 640, 0, 0, 1, 0.099313
3, 1, 16, 640, 640, 0, 0, 1, 0.088134
3, 3, 16, 640, 640, 0, 0, 1, 0.085611
3, 5, 16, 640, 640, 0, 0, 1, 0.085893
1, 1, 16, 1500, 1500, 0, 0, 1, 0.260894
1, 3, 16, 1500, 1500, 0, 0, 1, 0.266229
1, 5, 16, 1500, 1500, 0, 0, 1, 0.262190
2, 1, 16, 1500, 1500, 0, 0, 1, 0.253170
2, 3, 16, 1500, 1500, 0, 0, 1, 0.271397
2, 5, 16, 1500, 1500, 0, 0, 1, 0.269864
3, 1, 16, 1500, 1500, 0, 0, 1, 0.259159
3, 3, 16, 1500, 1500, 0, 0, 1, 0.259768
3, 5, 16, 1500, 1500, 0, 0, 1, 0.260178
1, 1, 21, 100, 100, 0, 0, 1, 0.046993
1, 3, 21, 100, 100, 0, 0, 1, 0.051137
1, 5, 21, 100, 100, 0, 0, 1, 0.051060
2, 1, 21, 100, 100, 0, 0, 1, 0.046980
2, 3, 21, 100, 100, 0, 0, 1, 0.054051
2, 5, 21, 100, 100, 0, 0, 1, 0.051725
3, 1, 21, 100, 100, 0, 0, 1, 0.048756
3, 3, 21, 100, 100, 0, 0, 1, 0.050693
3, 5, 21, 100, 100, 0, 0, 1, 0.055297
1, 1, 21, 640, 640, 0, 0, 1, 0.101897
1, 3, 21, 640, 640, 0, 0, 1, 0.101070
1, 5, 21, 640, 640, 0, 0, 1, 0.104179
2, 1, 21, 640, 640, 0, 0, 1, 0.102723
2, 3, 21, 640, 640, 0, 0, 1, 0.100282
2, 5, 21, 640, 640, 0, 0, 1, 0.104936
3, 1, 21, 640, 640, 0, 0, 1, 0.104622
3, 3, 21, 640, 640, 0, 0, 1, 0.102514
3, 5, 21, 640, 640, 0, 0, 1, 0.100811
1, 1, 21, 1500, 1500, 0, 0, 1, 0.322188
1, 3, 21, 1500, 1500, 0, 0, 1, 0.331311
1, 5, 21, 1500, 1500, 0, 0, 1, 0.337485
2, 1, 21, 1500, 1500, 0, 0, 1, 0.321245
2, 3, 21, 1500, 1500, 0, 0, 1, 0.326213
2, 5, 21, 1500, 1500, 0, 0, 1, 0.326675
3, 1, 21, 1500, 1500, 0, 0, 1, 0.324994
3, 3, 21, 1500, 1500, 0, 0, 1, 0.323751
3, 5, 21, 1500, 1500, 0, 0, 1, 0.322590
1, 1, 26, 100, 100, 0, 0, 1, 0.050378
1, 3, 26, 100, 100, 0, 0, 1, 0.051699
1, 5, 26, 100, 100, 0, 0, 1, 0.051914
2, 1, 26, 100, 100, 0, 0, 1, 0.048874
2, 3, 26, 100, 100, 0, 0, 1, 0.048423
2, 5, 26, 100, 100, 0, 0, 1, 0.052207
3, 1, 26, 100, 100, 0, 0, 1, 0.048851
3, 3, 26, 100, 100, 0, 0, 1, 0.049275
3, 5, 26, 100, 100, 0, 0, 1, 0.048818
1, 1, 26, 640, 640, 0, 0, 1, 0.116684
1, 3, 26, 640, 640, 0, 0, 1, 0.113992
1, 5, 26, 640, 640, 0, 0, 1, 0.118461
2, 1, 26, 640, 640, 0, 0, 1, 0.120953
2, 3, 26, 640, 640, 0, 0, 1, 0.119388
2, 5, 26, 640, 640, 0, 0, 1, 0.114776
3, 1, 26, 640, 640, 0, 0, 1, 0.127926
3, 3, 26, 640, 640, 0, 0, 1, 0.113561
3, 5, 26, 640, 640, 0, 0, 1, 0.116793
1, 1, 26, 1500, 1500, 0, 0, 1, 0.389542
1, 3, 26, 1500, 1500, 0, 0, 1, 0.398536
1, 5, 26, 1500, 1500, 0, 0, 1, 0.398715
2, 1, 26, 1500, 1500, 0, 0, 1, 0.390027
2, 3, 26, 1500, 1500, 0, 0, 1, 0.388002
2, 5, 26, 1500, 1500, 0, 0, 1, 0.390914
3, 1, 26, 1500, 1500, 0, 0, 1, 0.387970
3, 3, 26, 1500, 1500, 0, 0, 1, 0.387230
3, 5, 26, 1500, 1500, 0, 0, 1, 0.394663
1, 1, 31, 100, 100, 0, 0, 1, 0.054189
1, 3, 31, 100, 100, 0, 0, 1, 0.054098
1, 5, 31, 100, 100, 0, 0, 1, 0.049756
2, 1, 31, 100, 100, 0, 0, 1, 0.058062
2, 3, 31, 100, 100, 0, 0, 1, 0.055475
2, 5, 31, 100, 100, 0, 0, 1, 0.051266
3, 1, 31, 100, 100, 0, 0, 1, 0.050083
3, 3, 31, 100, 100, 0, 0, 1, 0.050694
3, 5, 31, 100, 100, 0, 0, 1, 0.053703
1, 1, 31, 640, 640, 0, 0, 1, 0.131280
1, 3, 31, 640, 640, 0, 0, 1, 0.129047
1, 5, 31, 640, 640, 0, 0, 1, 0.132868
2, 1, 31, 640, 640, 0, 0, 1, 0.126587
2, 3, 31, 640, 640, 0, 0, 1, 0.133820
2, 5, 31, 640, 640, 0, 0, 1, 0.127065
3, 1, 31, 640, 640, 0, 0, 1, 0.130837
3, 3, 31, 640, 640, 0, 0, 1, 0.127282
3, 5, 31, 640, 640, 0, 0, 1, 0.131266
1, 1, 31, 1500, 1500, 0, 0, 1, 0.454911
1, 3, 31, 1500, 1500, 0, 0, 1, 0.458781
1, 5, 31, 1500, 1500, 0, 0, 1, 0.470809
2, 1, 31, 1500, 1500, 0, 0, 1, 0.456335
2, 3, 31, 1500, 1500, 0, 0, 1, 0.450919
2, 5, 31, 1500, 1500, 0, 0, 1, 0.462803
3, 1, 31, 1500, 1500, 0, 0, 1, 0.458922
3, 3, 31, 1500, 1500, 0, 0, 1, 0.458151
3, 5, 31, 1500, 1500, 0, 0, 1, 0.465265
1, 1, 36, 100, 100, 0, 0, 1, 0.057136
1, 3, 36, 100, 100, 0, 0, 1, 0.057400
1, 5, 36, 100, 100, 0, 0, 1, 0.052055
2, 1, 36, 100, 100, 0, 0, 1, 0.054627
2, 3, 36, 100, 100, 0, 0, 1, 0.056043
2, 5, 36, 100, 100, 0, 0, 1, 0.057492
3, 1, 36, 100, 100, 0, 0, 1, 0.055758
3, 3, 36, 100, 100, 0, 0, 1, 0.058164
3, 5, 36, 100, 100, 0, 0, 1, 0.052333
1, 1, 36, 640, 640, 0, 0, 1, 0.140622
1, 3, 36, 640, 640, 0, 0, 1, 0.144893
1, 5, 36, 640, 640, 0, 0, 1, 0.160243
2, 1, 36, 640, 640, 0, 0, 1, 0.144167
2, 3, 36, 640, 640, 0, 0, 1, 0.148392
2, 5, 36, 640, 640, 0, 0, 1, 0.146613
3, 1, 36, 640, 640, 0, 0, 1, 0.139886
3, 3, 36, 640, 640, 0, 0, 1, 0.142768
3, 5, 36, 640, 640, 0, 0, 1, 0.145930
1, 1, 36, 1500, 1500, 0, 0, 1, 0.513073
1, 3, 36, 1500, 1500, 0, 0, 1, 0.532958
