2, 1, 10, 10, 1, 0, 1, 0.064119
2, 1, 10, 510, 1, 0, 1, 0.041655
2, 1, 10, 1010, 1, 0, 1, 0.042021
2, 1, 10, 1510, 1, 0, 1, 0.042410
2, 1, 10, 2010, 1, 0, 1, 0.042429
2, 1, 10, 2510, 1, 0, 1, 0.055065
2, 1, 10, 3010, 1, 0, 1, 0.042156
2, 1, 10, 3510, 1, 0, 1, 0.042407
2, 1, 10, 4010, 1, 0, 1, 0.042649
2, 1, 10, 4510, 1, 0, 1, 0.043001
2, 1, 10, 5010, 1, 0, 1, 0.042857
2, 1, 10, 5510, 1, 0, 1, 0.042217
2, 1, 10, 6010, 1, 0, 1, 0.042190
2, 1, 10, 6510, 1, 0, 1, 0.042564
2, 1, 10, 7010, 1, 0, 1, 0.042630
2, 1, 10, 7510, 1, 0, 1, 0.046018
2, 1, 10, 8010, 1, 0, 1, 0.042469
2, 1, 10, 8510, 1, 0, 1, 0.042754
2, 1, 10, 9010, 1, 0, 1, 0.042429
2, 1, 10, 9510, 1, 0, 1, 0.042844
2, 1, 510, 10, 1, 0, 1, 0.041749
2, 1, 510, 510, 1, 0, 1, 0.047942
2, 1, 510, 1010, 1, 0, 1, 0.040249
2, 1, 510, 1510, 1, 0, 1, 0.043687
2, 1, 510, 2010, 1, 0, 1, 0.045053
2, 1, 510, 2510, 1, 0, 1, 0.049331
2, 1, 510, 3010, 1, 0, 1, 0.048577
2, 1, 510, 3510, 1, 0, 1, 0.049752
2, 1, 510, 4010, 1, 0, 1, 0.051472
2, 1, 510, 4510, 1, 0, 1, 0.052935
2, 1, 510, 5010, 1, 0, 1, 0.054928
2, 1, 510, 5510, 1, 0, 1, 0.069945
2, 1, 510, 6010, 1, 0, 1, 0.060694
2, 1, 510, 6510, 1, 0, 1, 0.059881
2, 1, 510, 7010, 1, 0, 1, 0.061897
2, 1, 510, 7510, 1, 0, 1, 0.062061
2, 1, 510, 8010, 1, 0, 1, 0.065084
2, 1, 510, 8510, 1, 0, 1, 0.069913
2, 1, 510, 9010, 1, 0, 1, 0.068546
2, 1, 510, 9510, 1, 0, 1, 0.070689
2, 1, 1010, 10, 1, 0, 1, 0.041998
2, 1, 1010, 510, 1, 0, 1, 0.045546
2, 1, 1010, 1010, 1, 0, 1, 0.045373
2, 1, 1010, 1510, 1, 0, 1, 0.048267
2, 1, 1010, 2010, 1, 0, 1, 0.051631
2, 1, 1010, 2510, 1, 0, 1, 0.054848
2, 1, 1010, 3010, 1, 0, 1, 0.056913
2, 1, 1010, 3510, 1, 0, 1, 0.061497
2, 1, 1010, 4010, 1, 0, 1, 0.064726
2, 1, 1010, 4510, 1, 0, 1, 0.067210
2, 1, 1010, 5010, 1, 0, 1, 0.083458
2, 1, 1010, 5510, 1, 0, 1, 0.074588
2, 1, 1010, 6010, 1, 0, 1, 0.079325
2, 1, 1010, 6510, 1, 0, 1, 0.082982
2, 1, 1010, 7010, 1, 0, 1, 0.086585
2, 1, 1010, 7510, 1, 0, 1, 0.093221
2, 1, 1010, 8010, 1, 0, 1, 0.094019
2, 1, 1010, 8510, 1, 0, 1, 0.097670
2, 1, 1010, 9010, 1, 0, 1, 0.100034
2, 1, 1010, 9510, 1, 0, 1, 0.117769
2, 1, 1510, 10, 1, 0, 1, 0.041582
2, 1, 1510, 510, 1, 0, 1, 0.129533
2, 1, 1510, 1010, 1, 0, 1, 0.048317
2, 1, 1510, 1510, 1, 0, 1, 0.058013
2, 1, 1510, 2010, 1, 0, 1, 0.058397
2, 1, 1510, 2510, 1, 0, 1, 0.063341
2, 1, 1510, 3010, 1, 0, 1, 0.080026
2, 1, 1510, 3510, 1, 0, 1, 0.073604
2, 1, 1510, 4010, 1, 0, 1, 0.079384
2, 1, 1510, 4510, 1, 0, 1, 0.084977
2, 1, 1510, 5010, 1, 0, 1, 0.089733
2, 1, 1510, 5510, 1, 0, 1, 0.106849
2, 1, 1510, 6010, 1, 0, 1, 0.100288
2, 1, 1510, 6510, 1, 0, 1, 0.105463
2, 1, 1510, 7010, 1, 0, 1, 0.114136
2, 1, 1510, 7510, 1, 0, 1, 0.115704
2, 1, 1510, 8010, 1, 0, 1, 0.121151
2, 1, 1510, 8510, 1, 0, 1, 0.126129
2, 1, 1510, 9010, 1, 0, 1, 0.142861
2, 1, 1510, 9510, 1, 0, 1, 0.136339
2, 1, 2010, 10, 1, 0, 1, 0.049197
2, 1, 2010, 510, 1, 0, 1, 0.044781
2, 1, 2010, 1010, 1, 0, 1, 0.051255
2, 1, 2010, 1510, 1, 0, 1, 0.058017
2, 1, 2010, 2010, 1, 0, 1, 0.068033
2, 1, 2010, 2510, 1, 0, 1, 0.071806
2, 1, 2010, 3010, 1, 0, 1, 0.078990
2, 1, 2010, 3510, 1, 0, 1, 0.087809
2, 1, 2010, 4010, 1, 0, 1, 0.092603
2, 1, 2010, 4510, 1, 0, 1, 0.100583
2, 1, 2010, 5010, 1, 0, 1, 0.118685
2, 1, 2010, 5510, 1, 0, 1, 0.145259
2, 1, 2010, 6010, 1, 0, 1, 0.167340
2, 1, 2010, 6510, 1, 0, 1, 0.160139
2, 1, 2010, 7010, 1, 0, 1, 0.167915
2, 1, 2010, 7510, 1, 0, 1, 0.172780
2, 1, 2010, 8010, 1, 0, 1, 0.170971
2, 1, 2010, 8510, 1, 0, 1, 0.205261
2, 1, 2010, 9010, 1, 0, 1, 0.205809
2, 1, 2010, 9510, 1, 0, 1, 0.217041
2, 1, 2510, 10, 1, 0, 1, 0.051562
2, 1, 2510, 510, 1, 0, 1, 0.060650
2, 1, 2510, 1010, 1, 0, 1, 0.072768
2, 1, 2510, 1510, 1, 0, 1, 0.095720
2, 1, 2510, 2010, 1, 0, 1, 0.185710
2, 1, 2510, 2510, 1, 0, 1, 0.093909
2, 1, 2510, 3010, 1, 0, 1, 0.120393
2, 1, 2510, 3510, 1, 0, 1, 0.128927
2, 1, 2510, 4010, 1, 0, 1, 0.138376
2, 1, 2510, 4510, 1, 0, 1, 0.142711
2, 1, 2510, 5010, 1, 0, 1, 0.145540
2, 1, 2510, 5510, 1, 0, 1, 0.192553
2, 1, 2510, 6010, 1, 0, 1, 0.180811
2, 1, 2510, 6510, 1, 0, 1, 0.186753
2, 1, 2510, 7010, 1, 0, 1, 0.192592
2, 1, 2510, 7510, 1, 0, 1, 0.251736
2, 1, 2510, 8010, 1, 0, 1, 0.234124
2, 1, 2510, 8510, 1, 0, 1, 0.181151
2, 1, 2510, 9010, 1, 0, 1, 0.243537
2, 1, 2510, 9510, 1, 0, 1, 0.259006
2, 1, 3010, 10, 1, 0, 1, 0.052540
2, 1, 3010, 510, 1, 0, 1, 0.065695
2, 1, 3010, 1010, 1, 0, 1, 0.080660
2, 1, 3010, 1510, 1, 0, 1, 0.089084
2, 1, 3010, 2010, 1, 0, 1, 0.090025
2, 1, 3010, 2510, 1, 0, 1, 0.089180
2, 1, 3010, 3010, 1, 0, 1, 0.148251
2, 1, 3010, 3510, 1, 0, 1, 0.148313
2, 1, 3010, 4010, 1, 0, 1, 0.143343
2, 1, 3010, 4510, 1, 0, 1, 0.166580
2, 1, 3010, 5010, 1, 0, 1, 0.171972
2, 1, 3010, 5510, 1, 0, 1, 0.194716
2, 1, 3010, 6010, 1, 0, 1, 0.193019
2, 1, 3010, 6510, 1, 0, 1, 0.244989
2, 1, 3010, 7010, 1, 0, 1, 0.249800
2, 1, 3010, 7510, 1, 0, 1, 0.242710
2, 1, 3010, 8010, 1, 0, 1, 0.310549
2, 1, 3010, 8510, 1, 0, 1, 0.296173
2, 1, 3010, 9010, 1, 0, 1, 0.285036
2, 1, 3010, 9510, 1, 0, 1, 0.331187
2, 1, 3510, 10, 1, 0, 1, 0.053742
2, 1, 3510, 510, 1, 0, 1, 0.067127
2, 1, 3510, 1010, 1, 0, 1, 0.082560
2, 1, 3510, 1510, 1, 0, 1, 0.093947
2, 1, 3510, 2010, 1, 0, 1, 0.097071
2, 1, 3510, 2510, 1, 0, 1, 0.132355
2, 1, 3510, 3010, 1, 0, 1, 0.151611
2, 1, 3510, 3510, 1, 0, 1, 0.146596
2, 1, 3510, 4010, 1, 0, 1, 0.180255
2, 1, 3510, 4510, 1, 0, 1, 0.208483
2, 1, 3510, 5010, 1, 0, 1, 0.200759
2, 1, 3510, 5510, 1, 0, 1, 0.220690
2, 1, 3510, 6010, 1, 0, 1, 0.247392
2, 1, 3510, 6510, 1, 0, 1, 0.239644
2, 1, 3510, 7010, 1, 0, 1, 0.280839
2, 1, 3510, 7510, 1, 0, 1, 0.320565
2, 1, 3510, 8010, 1, 0, 1, 0.293854
2, 1, 3510, 8510, 1, 0, 1, 0.358003
2, 1, 3510, 9010, 1, 0, 1, 0.342578
2, 1, 3510, 9510, 1, 0, 1, 0.306076
2, 1, 4010, 10, 1, 0, 1, 0.036390
2, 1, 4010, 510, 1, 0, 1, 0.058651
2, 1, 4010, 1010, 1, 0, 1, 0.066001
2, 1, 4010, 1510, 1, 0, 1, 0.108562
2, 1, 4010, 2010, 1, 0, 1, 0.129355
2, 1, 4010, 2510, 1, 0, 1, 0.128036
2, 1, 4010, 3010, 1, 0, 1, 0.157640
2, 1, 4010, 3510, 1, 0, 1, 0.158503
2, 1, 4010, 4010, 1, 0, 1, 0.186965
2, 1, 4010, 4510, 1, 0, 1, 0.214021
